"","SRR5364316","SRR5364317","SRR5364318","SRR5364321","SRR5364323","SRR5364330"
"ENSMUSG00000000838",5013.51227880014,4782.09247141429,4335.27374259428,4468.0801390196,4484.86628898858,4373.34649975879
"ENSMUSG00000000861",518.016086475945,540.223013147737,543.566432557692,503.880153767458,485.909497452673,506.978394877774
"ENSMUSG00000000869",6.02344286599936,1.06552862553794,3.05947335398326,6.1699610665403,3.91862497945704,6.13987675457512
"ENSMUSG00000000876",468.824636403617,434.735679219481,376.315222539941,344.489492881833,442.804622678646,342.955973005553
"ENSMUSG00000000881",3762.64397696094,3580.17618180749,3507.17628811614,3645.41866348089,3654.11779334369,3595.33640242906
"ENSMUSG00000000884",61.2383358043269,78.8491182898078,93.8238495221533,109.002645508879,91.1080307723762,117.534783587581
"ENSMUSG00000000889",29.1133071856636,62.8661889067386,167.251210017751,21.5948637328911,96.0063119966975,250.857821686926
"ENSMUSG00000000901",32.1250286186633,23.4416297618347,44.8722758584211,67.8695717319433,69.5555933853625,60.5216422950976
"ENSMUSG00000000902",1548.02481656184,1662.22465583919,1512.39966131906,1822.19516831824,1609.57521031198,1689.34323275881
"ENSMUSG00000000915",2420.42012498741,2466.69876812034,2604.63164869108,2767.22753834333,2504.00136187305,2776.10141831861
"ENSMUSG00000000916",427.664443485955,448.587551351474,490.535561088649,495.653539012071,491.787434921859,429.791372820258
"ENSMUSG00000000934",327.273729052632,314.330944533693,298.808564239032,268.393306394503,321.327248315477,266.646076198691
"ENSMUSG00000000942",0,6.39317175322766,10.1982445132775,2.05665368884677,21.5524373870137,0
"ENSMUSG00000000948",788.067108301583,729.887108493491,492.575209991305,583.061320788059,445.743591413238,409.617492055226
"ENSMUSG00000000957",475.85198641395,479.487881492074,559.883623778936,780.500074917348,733.762527403331,866.599747645745
"ENSMUSG00000000958",23.0898643196642,17.0484580086071,26.5154357345216,19.5382100440443,17.6338124075567,14.0340040104574
"ENSMUSG00000000959",1905.41575994447,1810.33313478896,1795.91085878817,1811.911899874,1779.0557406735,1894.59054141175
"ENSMUSG00000000976",1166.54010171521,1093.23236980193,1040.22094035431,1217.53898379729,1192.2416499998,1136.75432484705
"ENSMUSG00000000983",13.050792876332,17.0484580086071,13.2577178672608,2.05665368884677,2.93896873459278,1.75425050130718
"ENSMUSG00000001016",1692.58744534582,1693.12498597979,1617.44157980582,1712.16419596493,1624.27005398494,1680.57198025227
"ENSMUSG00000001017",6074.64213036036,6144.90358347732,5646.76798700177,5137.52091473922,5738.82628241484,5308.36201695552
"ENSMUSG00000001018",1967.65800289313,2078.84634842453,2180.38467693874,2156.40139275584,2027.88842686902,2055.98158753201
"ENSMUSG00000001020",0,3.19658587661383,1.01982445132775,2.05665368884677,2.93896873459278,1.75425050130718
"ENSMUSG00000001021",1.00390714433323,2.13105725107589,3.05947335398326,1.02832684442338,3.91862497945704,0.877125250653588
"ENSMUSG00000001023",6.02344286599936,3.19658587661383,1.01982445132775,3.08498053327015,0,3.50850100261435
"ENSMUSG00000001025",314.2229361763,306.872244154928,279.431899663804,215.948637328911,237.076811257151,321.027841739213
"ENSMUSG00000001029",69.2695929589927,59.6696030301248,89.7445517168423,54.5013227544393,65.6369684059054,74.555646305555
"ENSMUSG00000001034",912.551594198903,1057.00439653364,998.40813784987,1132.18785571015,1096.23533800311,1027.99079376601
"ENSMUSG00000001036",6072.63431607169,6126.78959684317,5941.49725343549,6227.54736982801,6084.64493685192,5913.57843990649
"ENSMUSG00000001039",639.488850940266,584.975215420331,696.540100256855,453.492138390712,553.505778348307,452.596629337251
"ENSMUSG00000001052",2707.53756826671,2605.21748944027,2604.63164869108,3034.5925178934,2817.49136022961,2698.03727101044
"ENSMUSG00000001053",490.910593578948,431.539093342867,455.861529743506,465.832060523793,458.479122596474,463.999257595748
"ENSMUSG00000001054",938.653179951567,919.551203839245,799.542369840958,796.953304428122,818.992620706522,852.565743635288
"ENSMUSG00000001056",451.758214949952,469.898123862233,527.249241336448,400.019142480696,459.458778841338,500.838518123199
"ENSMUSG00000001062",940.660994240234,1199.78523235572,1211.55144817737,1183.60419793131,1116.80811914526,1123.59744608725
"ENSMUSG00000001065",611.379450898935,655.300104705835,619.033441955946,482.285290034567,562.322684552085,458.736506091827
"ENSMUSG00000001076",12.0468857319987,1.06552862553794,70.3678871416149,5.14163422211692,16.6541561626924,30.6993837728756
"ENSMUSG00000001082",526.047343630611,533.829841394509,667.985015619678,666.355795186353,633.837590427176,637.670057225159
"ENSMUSG00000001089",6893.83036013627,6534.8870604242,6784.89207468354,5973.55063925544,6165.95640517566,5416.24842278591
